CustomerID,Age,Gender,Tenure,Monthly Charges,Total Charges,Contract Type,Has Internet Service,Has Online Security Service,Has Device Protection Plan,Number of Complaints Last Year,Churn,Region
7671,63,Other,20,37.22,6701.66,One year,Fiber optic,Yes,Yes,6,0,East
7672,66,Male,55,106.06,3337.41,One year,DSL,Yes,No,7,1,East
7673,69,Male,60,95.99,903.9,One year,Fiber optic,Yes,No,2,1,North
7674,67,Female,35,110.13,2485.59,Two year,Fiber optic,Yes,No,0,0,North
7675,60,Male,1,124.85,3483.95,One year,Fiber optic,Yes,No,5,1,East
7676,46,Other,45,89.15,1122.2,Two year,DSL,Yes,Yes,5,0,North
7677,38,Female,69,109.45,1202,Month-to-month,DSL,Yes,No,9,1,South
7678,43,Other,40,50.11,2212.33,One year,Fiber optic,No,Yes,6,0,East
7679,31,Other,38,71.44,5659.8,One year,No,No,Yes,1,0,East
7680,26,Other,24,83.53,2296.65,Two year,No,Yes,No,5,0,West
7681,64,Male,4,84.65,865.18,One year,No,No,Yes,2,0,South
7682,29,Male,69,102.54,1782.29,Two year,No,No,Yes,6,0,South
7683,59,Other,13,110.38,3345.36,One year,No,No,Yes,4,1,North
7684,68,Male,21,97.34,2890.62,Month-to-month,Fiber optic,No,No,8,0,West
7685,68,Other,32,34.76,8456.09,One year,No,Yes,Yes,7,0,East
7686,23,Male,38,65.46,1421.66,Two year,No,No,No,4,0,South
7687,37,Male,32,87.81,7158.91,One year,Fiber optic,No,Yes,2,0,East
7688,41,Male,57,81.28,4752.6,Two year,No,Yes,Yes,9,0,West
7689,44,Female,48,34.51,1239.96,One year,DSL,Yes,No,0,0,North
7690,55,Male,30,129.03,409.08,Two year,No,Yes,Yes,9,1,South
7691,25,Female,71,126.56,6203.36,One year,No,No,No,0,0,East
7692,18,Female,38,108.14,1862.5,Month-to-month,Fiber optic,No,Yes,3,1,East
7693,66,Female,44,35.58,7416.99,One year,DSL,No,No,2,0,East
7694,66,Other,26,73.44,441.65,Two year,Fiber optic,Yes,Yes,6,0,West
7695,41,Male,2,71.38,2270.93,Month-to-month,DSL,Yes,No,8,0,North
7696,64,Other,43,86.35,1774.37,Month-to-month,Fiber optic,No,No,7,1,East
7697,24,Female,43,35.64,5736.64,Two year,Fiber optic,No,Yes,9,1,East
7698,36,Male,63,72.78,5580.95,Two year,DSL,Yes,No,6,0,East
7699,39,Other,58,106.53,1103.05,One year,DSL,Yes,No,7,0,East
7700,52,Female,48,130.79,606.81,Month-to-month,DSL,Yes,Yes,7,0,North
7701,47,Other,5,90.13,2322.21,Two year,DSL,No,Yes,1,1,South
7702,46,Other,35,124.99,6474.87,One year,No,No,Yes,3,1,South
7703,39,Male,16,130.84,2282.65,One year,No,No,Yes,5,0,South
7704,28,Male,49,73.9,3625.47,Two year,No,Yes,No,1,1,West
7705,37,Other,60,97.53,6566.32,Month-to-month,DSL,No,No,8,1,East
7706,46,Male,51,51.52,2038.45,Two year,No,Yes,Yes,9,1,East
7707,68,Male,59,78.03,2071.92,One year,No,No,Yes,1,1,East
7708,58,Other,64,37.91,2774.9,Two year,No,Yes,No,5,0,South
7709,59,Male,13,32.93,7005.04,One year,No,No,Yes,0,0,East
7710,51,Male,26,120.17,4989.32,Two year,DSL,No,No,1,1,South
7711,18,Female,70,116.69,3710.4,Two year,Fiber optic,Yes,Yes,7,1,North
7712,48,Male,3,61.51,8430.14,Month-to-month,DSL,Yes,Yes,5,0,South
7713,47,Female,12,76.14,5337.23,Month-to-month,Fiber optic,No,Yes,1,1,West
7714,65,Other,41,79.84,5959.76,One year,DSL,Yes,Yes,7,0,South
7715,35,Female,65,82.58,3402.55,Month-to-month,DSL,No,No,0,0,South
7716,34,Other,63,43.58,1619.23,Two year,No,No,Yes,4,1,East
7717,55,Male,50,108.27,74.05,Month-to-month,No,No,No,9,0,South
7718,31,Male,47,65.12,4051.2,Two year,DSL,No,No,1,1,South
7719,40,Female,8,33.19,4031.59,Two year,No,Yes,Yes,4,0,East
7720,42,Other,31,98.32,1810.02,One year,Fiber optic,No,Yes,5,1,North
7721,32,Male,11,113.81,3290.64,Month-to-month,Fiber optic,No,No,9,0,West
7722,63,Female,17,122.72,2292.8,One year,No,No,Yes,5,1,South
7723,39,Female,27,98.1,848.8,Two year,No,No,Yes,5,0,West
7724,20,Female,27,49.31,2654.42,Two year,DSL,No,No,9,0,South
7725,36,Male,56,89.56,6526.97,One year,DSL,No,Yes,9,0,East
7726,61,Other,69,122.08,1525.94,One year,DSL,No,No,0,0,West
7727,51,Male,47,65.4,3879.86,One year,No,Yes,No,0,0,North
7728,52,Male,19,126.28,80.32,Two year,No,Yes,Yes,9,0,South
7729,67,Other,57,39.86,2578.52,Month-to-month,DSL,No,No,4,0,South
7730,18,Female,31,103.52,3572.32,Two year,No,Yes,No,1,0,South
7731,69,Male,16,42.1,3588.4,Two year,Fiber optic,No,No,8,1,North
7732,38,Female,45,110.68,1133.26,Two year,Fiber optic,Yes,Yes,8,0,East
7733,46,Female,27,39.85,1938.11,Two year,Fiber optic,Yes,No,1,0,South
7734,23,Other,61,62.89,2334.49,Month-to-month,DSL,Yes,Yes,4,0,South
7735,54,Other,26,108.45,361.7,Two year,DSL,Yes,Yes,1,0,East
7736,18,Other,29,76.47,5261.78,One year,Fiber optic,Yes,No,7,1,North
7737,68,Female,44,119.14,2256.1,Month-to-month,Fiber optic,Yes,No,0,1,North
7738,18,Female,29,70.57,1591.03,One year,Fiber optic,Yes,No,3,1,East
7739,44,Male,2,130.48,1789.76,One year,No,Yes,Yes,0,0,South
7740,38,Female,6,31.88,1236.3,Two year,Fiber optic,Yes,No,6,0,South
7741,33,Other,9,100.29,5383.28,Month-to-month,Fiber optic,No,No,6,0,North
7742,61,Other,15,122.49,1480.05,Two year,DSL,Yes,Yes,1,0,North
7743,57,Other,58,84.12,5202.83,Month-to-month,DSL,Yes,Yes,7,0,West
7744,43,Other,2,129.83,3179.31,Month-to-month,No,No,No,6,0,South
7745,33,Female,3,101.5,2660.36,One year,Fiber optic,Yes,Yes,7,0,East
7746,45,Other,52,73.37,5530.03,Month-to-month,DSL,No,No,2,0,North
7747,18,Male,55,82.04,782.56,One year,No,Yes,No,7,0,North
7748,53,Female,53,118.61,604.67,Two year,No,No,Yes,2,0,East
7749,27,Other,40,126.71,4795.03,One year,No,Yes,Yes,0,0,North
7750,60,Male,39,86.13,373.16,One year,DSL,No,No,3,0,South
7751,34,Other,43,61.01,580.6,Month-to-month,Fiber optic,Yes,No,1,0,North
7752,40,Female,13,54.16,4103.79,Month-to-month,Fiber optic,Yes,No,4,0,West
7753,24,Female,37,78.17,3597.57,One year,Fiber optic,Yes,Yes,9,1,West
7754,61,Male,55,59.92,5327.05,Two year,No,No,Yes,4,0,North
7755,24,Female,32,72.49,5596.34,One year,DSL,No,Yes,8,0,South
7756,61,Male,14,114.27,1231.88,Two year,DSL,No,Yes,7,0,East
7757,32,Other,65,77.66,5831.63,Two year,Fiber optic,Yes,Yes,2,1,West
7758,51,Female,27,94.72,6397.53,Month-to-month,No,Yes,No,0,0,South
7759,63,Other,24,39.09,1149.44,Two year,Fiber optic,No,No,9,0,North
7760,62,Other,22,106.96,1509.54,One year,Fiber optic,No,No,9,1,West
7761,21,Female,45,78.76,5301.44,Month-to-month,No,No,Yes,5,0,East
7762,31,Other,8,66.45,5855.68,Month-to-month,Fiber optic,No,Yes,0,1,South
7763,31,Male,67,91.7,4334.76,Month-to-month,No,Yes,No,7,0,South
7764,33,Male,64,40.29,2757.06,Two year,DSL,Yes,No,4,1,North
7765,24,Male,47,71.8,2003.62,One year,No,No,Yes,8,0,South
7766,49,Female,21,111.9,4517.85,One year,DSL,No,No,2,0,South
7767,36,Other,32,56.46,5165.24,Month-to-month,Fiber optic,Yes,No,7,0,East
7768,19,Other,45,122.31,6249.97,Two year,Fiber optic,No,No,7,0,North
7769,27,Other,44,90.96,805.71,One year,Fiber optic,No,No,0,1,West
7770,67,Other,41,84.61,1418.01,Two year,No,Yes,No,9,0,East
7771,34,Male,52,70.35,1859.67,Month-to-month,No,Yes,No,1,0,West
7772,54,Female,11,104.93,4502.29,One year,DSL,Yes,No,1,0,West
7773,29,Male,18,87,2959.74,One year,Fiber optic,Yes,No,6,1,South
7774,23,Male,11,110.44,6496.16,Two year,No,No,Yes,4,1,North
7775,39,Female,27,63.49,2032.86,Two year,Fiber optic,Yes,Yes,5,1,West
7776,49,Female,43,100.89,4152.45,Month-to-month,Fiber optic,Yes,No,3,1,South
7777,58,Male,65,125.28,3273.12,Month-to-month,Fiber optic,Yes,Yes,3,1,North
7778,37,Other,54,58.26,6848.7,One year,Fiber optic,Yes,No,5,0,South
7779,18,Female,29,129.07,395.19,One year,DSL,Yes,Yes,2,0,North
7780,64,Female,21,71.45,1322.31,Month-to-month,DSL,No,No,5,1,North
7781,23,Male,29,33.88,2624.69,One year,No,No,Yes,6,0,South
7782,36,Other,9,66.12,1478.18,One year,No,No,Yes,6,1,South
7783,35,Female,61,45.1,5784.93,Two year,No,Yes,No,8,0,West
7784,23,Male,62,60.72,5850.53,One year,DSL,Yes,Yes,4,1,North
7785,62,Female,71,39.68,4045.6,Two year,Fiber optic,No,Yes,8,1,North
7786,50,Other,5,47.99,3062.74,Month-to-month,DSL,No,Yes,2,0,West
7787,40,Male,15,42.79,482.26,Month-to-month,No,No,No,2,0,North
7788,40,Male,57,34.38,7475.79,Month-to-month,DSL,Yes,Yes,5,0,North
7789,43,Other,5,59.9,7835.82,Two year,Fiber optic,Yes,No,3,1,East
7790,30,Male,20,125.03,6828.13,Month-to-month,Fiber optic,Yes,No,1,0,East
7791,24,Other,4,125.88,1045.72,Two year,Fiber optic,Yes,Yes,6,0,West
7792,32,Male,56,115.5,4444.61,One year,Fiber optic,No,Yes,3,0,South
7793,61,Other,34,31.22,1743.02,Two year,DSL,No,No,8,0,South
7794,44,Female,40,32.83,3735.68,One year,Fiber optic,No,No,3,0,South
7795,43,Female,69,31.04,2441.28,Month-to-month,Fiber optic,No,Yes,9,0,West
7796,50,Female,68,67.02,1788.15,One year,Fiber optic,No,No,3,1,West
7797,32,Male,22,129,1537.19,One year,No,Yes,Yes,0,0,North
7798,53,Other,14,120.57,7282.7,Month-to-month,No,No,No,4,0,West
7799,62,Other,68,55.29,1280.82,One year,DSL,No,Yes,7,0,North
7800,44,Female,8,71.42,3125.55,One year,Fiber optic,Yes,No,8,0,West
7801,22,Female,67,113.26,2568.56,Two year,No,Yes,No,1,0,South
7802,19,Female,46,106.61,7343.41,One year,No,Yes,Yes,0,1,East
7803,50,Other,29,43.38,1468.03,Month-to-month,No,No,Yes,8,1,West
7804,33,Female,12,40.88,5574.41,Two year,Fiber optic,No,Yes,2,0,West
7805,40,Male,52,84.91,577.69,One year,DSL,Yes,Yes,2,0,East
7806,55,Female,58,40.3,2026.62,Month-to-month,No,No,Yes,7,0,West
7807,33,Female,2,113.32,7617.61,Two year,DSL,No,Yes,7,0,North
7808,31,Other,1,55.58,6270.37,Two year,Fiber optic,No,No,8,0,South
7809,46,Male,55,49.01,4727.4,One year,No,Yes,No,3,0,South
7810,43,Other,34,48.74,8328.94,Two year,DSL,Yes,Yes,9,1,North
7811,52,Male,64,34.56,793.9,Two year,Fiber optic,Yes,No,8,1,East
7812,32,Male,68,94.82,2502.48,Month-to-month,No,No,No,2,0,East
7813,20,Female,12,46.6,2469.3,Month-to-month,DSL,Yes,Yes,2,0,South
7814,40,Female,50,53.56,724.57,Two year,DSL,No,Yes,8,0,East
7815,46,Other,21,105.87,1135.34,Two year,Fiber optic,No,No,0,0,South
7816,51,Other,10,35.8,738.51,Two year,No,No,No,0,0,North
7817,50,Other,70,50.47,155.29,Two year,DSL,Yes,Yes,9,1,East
7818,58,Male,14,45.07,153.44,Two year,No,No,No,3,1,North
7819,58,Other,40,30.48,75.89,Month-to-month,Fiber optic,No,Yes,1,1,East
7820,40,Male,30,84.46,2493.65,Month-to-month,DSL,Yes,Yes,4,0,North
7821,24,Male,14,49.18,1510.31,Two year,No,No,No,5,0,West
7822,20,Male,52,93.91,2648.38,One year,DSL,No,Yes,1,0,South
7823,49,Male,17,80.67,2179.5,One year,No,Yes,Yes,0,0,South
7824,48,Male,62,97.45,2131.47,One year,DSL,Yes,Yes,2,0,East
7825,35,Female,22,129.13,432.33,Month-to-month,Fiber optic,No,No,5,1,East
7826,60,Male,53,52.2,1980.66,Two year,No,No,Yes,0,0,North
7827,24,Male,32,97.24,607.88,One year,No,Yes,Yes,3,0,North
7828,58,Female,55,114.18,2195.94,One year,DSL,No,Yes,7,1,South
7829,18,Female,22,126.69,3025.25,One year,Fiber optic,No,Yes,8,0,North
7830,31,Female,38,92.85,2826.27,Two year,Fiber optic,No,No,8,1,East
7831,69,Other,50,43.2,1612.75,Two year,No,No,No,6,1,East
7832,49,Other,66,35.43,605.76,Month-to-month,Fiber optic,No,Yes,6,1,East
7833,23,Male,45,58.12,1363.5,Two year,Fiber optic,No,Yes,3,0,West
7834,56,Male,8,123.73,123.05,Month-to-month,DSL,No,No,6,0,East
7835,27,Male,65,84.22,309.03,One year,Fiber optic,No,Yes,1,0,North
7836,24,Male,40,88.5,1739.61,Month-to-month,Fiber optic,Yes,No,7,0,East
7837,43,Female,5,91.66,7694.64,Month-to-month,DSL,Yes,No,1,0,East
7838,51,Other,45,63.54,6444.73,Two year,No,Yes,Yes,3,0,South
7839,47,Female,46,48.33,1445.9,One year,DSL,No,No,0,0,West
7840,53,Other,36,126.37,6740.71,Month-to-month,No,No,No,0,0,North
7841,38,Female,17,106.28,4674.88,One year,DSL,No,Yes,6,0,East
7842,34,Male,41,81.61,3739.28,One year,No,No,Yes,9,0,East
7843,50,Other,30,68.04,2555.75,Two year,No,No,Yes,8,0,North
7844,27,Male,52,78.75,3404.07,One year,No,Yes,No,0,0,South
7845,68,Other,20,33.39,154.5,Month-to-month,DSL,Yes,Yes,4,0,North
7846,64,Other,36,54.99,1906.07,One year,No,No,No,0,0,North
7847,59,Male,66,55.31,4141.94,One year,DSL,No,No,6,0,West
7848,68,Male,45,74.97,2506.5,One year,No,Yes,No,5,0,South
7849,29,Male,4,53.85,253.87,Two year,Fiber optic,Yes,No,1,1,East
7850,33,Female,50,48.72,7302.55,Two year,No,Yes,No,7,0,North
7851,58,Other,55,107.31,91.2,One year,No,No,Yes,4,1,West
7852,49,Other,59,120.23,1816.7,One year,DSL,No,Yes,5,0,West
7853,32,Other,42,36.77,5226.2,One year,No,No,No,3,0,East
7854,44,Male,2,51.17,232.94,One year,DSL,No,Yes,2,1,South
7855,45,Other,46,108.13,5636.79,Month-to-month,No,No,No,7,1,East
7856,34,Other,2,112.39,5024.96,One year,DSL,No,Yes,6,0,West
7857,63,Male,50,80.51,209.94,One year,Fiber optic,No,Yes,6,1,West
7858,67,Male,1,100.17,3890.89,Month-to-month,DSL,No,Yes,1,0,West
7859,19,Other,13,37.83,4188.93,One year,Fiber optic,Yes,Yes,2,0,West
7860,53,Female,70,115.79,1870.06,Two year,Fiber optic,No,No,0,0,North
7861,67,Male,22,114.1,343.93,Month-to-month,DSL,No,No,4,0,South
7862,24,Female,17,100.02,2097.09,Two year,Fiber optic,No,No,6,0,East
7863,30,Female,59,122.54,457.97,Two year,No,Yes,No,2,1,East
7864,32,Female,70,34.8,3042.45,One year,Fiber optic,Yes,Yes,8,0,East
7865,42,Female,3,53.32,3681.41,Two year,No,No,Yes,7,1,North
7866,40,Male,70,66.61,4028.73,Month-to-month,No,Yes,Yes,2,0,East
7867,39,Other,49,46.01,6776.73,Two year,No,Yes,No,7,0,South
7868,43,Other,50,112.29,1595.59,Month-to-month,Fiber optic,Yes,No,0,1,North
7869,50,Male,35,106.47,1735.82,Two year,Fiber optic,No,Yes,3,1,South
7870,28,Male,23,108.09,3296.43,Month-to-month,DSL,No,No,8,0,West
7871,27,Female,7,59.41,1587.35,One year,DSL,Yes,No,4,1,South
7872,42,Female,50,107.02,1049.36,One year,No,Yes,No,5,0,South
7873,54,Male,10,42.42,2694.49,Two year,DSL,Yes,Yes,6,0,North
7874,65,Other,55,40.78,5875.39,Two year,Fiber optic,Yes,Yes,4,0,North
7875,60,Female,19,88.98,635.45,One year,No,No,No,9,1,South
7876,55,Male,23,34.91,1623.28,One year,No,Yes,No,7,0,South
7877,58,Male,64,124.79,4247.47,Month-to-month,Fiber optic,No,No,7,0,North
7878,62,Male,33,63.2,112.05,One year,No,No,Yes,6,0,East
7879,41,Female,66,78.17,1805.42,One year,DSL,No,No,9,1,East
7880,57,Male,9,112.13,445.16,Month-to-month,Fiber optic,No,No,9,0,West
7881,63,Other,29,70.4,2516.08,One year,DSL,Yes,No,8,1,South
7882,50,Male,18,73.49,3947.58,Month-to-month,No,No,Yes,2,0,West
7883,34,Female,71,65.13,2672.43,One year,DSL,No,Yes,6,1,East
7884,41,Other,29,65.51,2187.23,Month-to-month,DSL,Yes,No,5,0,East
7885,54,Other,61,77.25,2276.15,One year,Fiber optic,Yes,Yes,0,0,South
7886,19,Male,5,125.53,1555.93,One year,No,Yes,Yes,5,1,East
7887,49,Male,69,124.53,1380.61,Two year,Fiber optic,Yes,Yes,0,0,West
7888,41,Other,56,85.05,4311.31,Month-to-month,DSL,No,No,7,0,North
7889,26,Male,52,76.04,4154.26,One year,No,No,Yes,5,0,West
7890,21,Female,15,111.61,684.19,Two year,No,No,No,5,0,South
7891,34,Other,20,98.76,273.22,Two year,No,Yes,Yes,6,0,South
7892,34,Male,16,119.03,3764.13,Month-to-month,No,Yes,Yes,9,0,East
7893,67,Other,25,103.78,741.23,Two year,DSL,Yes,No,9,0,East
7894,65,Male,57,126.18,5279.09,One year,Fiber optic,Yes,Yes,4,0,North
7895,47,Male,21,119.5,1131.03,Two year,DSL,No,No,2,1,North
7896,57,Female,5,116.37,4949.17,Month-to-month,DSL,No,Yes,1,1,West
7897,28,Male,9,69.54,1236.58,Month-to-month,No,Yes,Yes,7,0,North
7898,38,Male,11,69,537.05,One year,Fiber optic,No,Yes,5,0,West
7899,38,Male,65,104.85,4786.66,One year,No,No,No,1,1,East
7900,35,Female,63,38.45,76.42,One year,DSL,Yes,No,4,0,West
7901,46,Male,26,62.53,2395.3,Two year,DSL,No,No,6,0,West
7902,41,Male,19,124.14,454.87,One year,Fiber optic,Yes,Yes,2,0,West
7903,27,Male,16,75.45,3423.31,One year,Fiber optic,No,No,9,0,East
7904,62,Other,56,57.25,4938.75,One year,DSL,Yes,No,7,0,East
7905,34,Female,68,78.11,1547.1,Month-to-month,No,No,No,9,0,West
7906,35,Other,30,59.14,701.68,One year,Fiber optic,No,No,5,0,North
7907,59,Female,7,107.58,2315.14,Two year,No,No,No,1,0,South
7908,65,Female,12,115.9,366.59,Month-to-month,DSL,No,No,6,1,South
7909,37,Other,24,109.04,1001.89,One year,DSL,No,No,4,1,West
7910,54,Female,22,45.04,8302.22,One year,Fiber optic,No,No,6,0,West
7911,62,Female,47,63.93,1615.81,Month-to-month,Fiber optic,Yes,Yes,6,0,East
7912,35,Other,30,51.6,2181.73,Month-to-month,No,Yes,No,2,0,West
7913,34,Male,60,34.31,340.84,Month-to-month,DSL,No,No,1,0,South
7914,26,Female,39,104.65,4368.39,Two year,No,Yes,No,3,0,South
7915,31,Other,20,73.25,3652.81,One year,Fiber optic,No,No,7,0,East
7916,66,Female,26,57.93,2842.82,One year,DSL,Yes,Yes,2,0,South
7917,46,Other,49,61.05,2596.9,One year,Fiber optic,Yes,No,9,0,South
7918,48,Male,69,43.63,8535.66,Month-to-month,DSL,No,No,1,0,West
7919,21,Female,42,113.49,1329.22,One year,No,No,Yes,2,0,East
7920,35,Male,6,44.53,691.79,One year,DSL,Yes,Yes,0,1,South
7921,37,Male,53,64.16,240.77,Month-to-month,No,No,Yes,5,0,South
7922,64,Other,34,30.74,1937.54,One year,Fiber optic,Yes,No,4,1,West
7923,60,Female,69,74.07,5100.65,Two year,DSL,Yes,No,9,0,North
7924,61,Female,10,65.82,58.17,One year,Fiber optic,Yes,No,3,0,North
7925,26,Female,28,102.62,239.74,Two year,No,No,Yes,6,0,West
7926,30,Female,3,102.24,1036.45,Month-to-month,DSL,No,No,2,0,East
7927,32,Female,48,33.89,1488.65,One year,Fiber optic,Yes,No,9,0,East
7928,44,Other,66,41.69,3720.66,Two year,No,No,Yes,5,0,North
7929,32,Female,35,121.36,7458.65,One year,DSL,Yes,No,1,0,North
7930,45,Male,52,109.96,2978.52,Month-to-month,DSL,Yes,No,1,1,East
7931,54,Male,62,69.33,7581.92,Month-to-month,DSL,Yes,No,5,0,West
7932,36,Female,52,46.79,220.53,One year,Fiber optic,No,Yes,2,0,North
7933,43,Other,47,56.33,7009.14,Month-to-month,DSL,No,No,2,1,South
7934,69,Other,54,96.45,227.66,Two year,No,No,Yes,6,0,West
7935,43,Female,28,125.48,6911.8,Month-to-month,No,No,No,0,0,North
7936,42,Male,23,92.18,2561.75,Month-to-month,Fiber optic,Yes,Yes,5,0,East
7937,43,Female,35,32.66,2515.47,Two year,DSL,Yes,Yes,1,0,West
7938,43,Female,32,95.71,1028.22,One year,No,Yes,Yes,6,1,East
7939,63,Female,2,125.41,7551.78,Month-to-month,No,Yes,No,1,1,East
7940,45,Other,16,66.21,3882.39,One year,DSL,No,Yes,2,1,North
7941,66,Other,16,124.28,3251.17,Two year,No,Yes,Yes,8,0,West
7942,35,Male,51,97.72,2069.55,One year,DSL,Yes,No,9,1,East
7943,49,Male,67,49.16,1633.23,Month-to-month,No,No,No,5,1,North
7944,20,Female,54,44.67,60.48,Month-to-month,Fiber optic,No,Yes,1,1,East
7945,19,Male,20,47.8,1485,Month-to-month,Fiber optic,No,Yes,8,0,North
7946,50,Female,33,100.61,5277.78,Two year,Fiber optic,No,Yes,4,1,South
7947,59,Male,8,89.53,2212.03,Month-to-month,Fiber optic,Yes,Yes,5,0,North
7948,36,Female,24,76,1139.46,One year,No,Yes,Yes,6,0,South
7949,34,Other,53,56.59,673.14,Month-to-month,No,No,No,2,1,East
7950,61,Female,64,121.62,1128.56,Two year,DSL,Yes,Yes,3,1,West
7951,50,Other,58,51.58,1093.08,One year,No,Yes,No,7,0,East
7952,29,Other,37,58.63,7400.8,One year,Fiber optic,No,No,8,0,South
7953,66,Male,12,35.54,3662.06,Two year,Fiber optic,No,Yes,4,0,East
7954,20,Male,4,57.8,606.45,One year,DSL,Yes,No,5,1,North
7955,60,Other,31,123.2,1321.93,Month-to-month,DSL,No,Yes,2,1,South
7956,66,Female,38,48.94,589.7,One year,DSL,No,Yes,9,0,South
7957,43,Female,37,50.59,2966.75,Two year,DSL,No,Yes,9,0,East
7958,52,Male,14,90.59,1533.09,One year,Fiber optic,No,Yes,9,0,South
7959,25,Female,24,87.25,254.08,One year,No,No,Yes,6,0,East
7960,69,Female,10,47.76,2691.44,Two year,No,No,No,7,0,North
7961,53,Female,38,45.57,4091.64,One year,No,No,No,5,0,North
7962,24,Other,43,41.8,2434.85,Two year,No,No,Yes,4,1,West
7963,63,Other,37,116.96,4399.98,Month-to-month,DSL,Yes,Yes,7,1,South
7964,63,Female,42,96.09,531.53,Two year,No,No,Yes,1,0,West
7965,53,Male,32,126.29,6196.7,One year,DSL,No,No,9,0,North
7966,33,Female,14,46.74,6389.13,One year,DSL,No,No,0,0,South
7967,41,Male,4,76.51,1203.62,Month-to-month,No,Yes,No,3,1,South
7968,18,Other,24,105.04,242.5,One year,No,Yes,Yes,2,0,West
7969,66,Female,10,51.56,3903.93,One year,No,Yes,No,4,1,West
7970,42,Female,16,99.14,2573.45,One year,DSL,No,No,7,0,North
7971,27,Male,39,77.84,749.91,One year,DSL,No,Yes,0,0,North
7972,33,Male,18,73.5,647.99,Two year,Fiber optic,No,No,1,1,West
7973,33,Female,25,95.13,110.95,One year,Fiber optic,No,No,5,0,West
7974,25,Female,7,77.23,3153.26,Two year,Fiber optic,Yes,Yes,0,0,South
7975,46,Male,56,112.81,4632.63,One year,DSL,No,No,6,0,East
7976,56,Other,47,123.97,1507.11,One year,DSL,Yes,No,4,0,West
7977,45,Male,3,89.46,51.97,One year,No,No,No,6,0,West
7978,23,Female,1,60.35,3274.23,Month-to-month,Fiber optic,Yes,Yes,3,0,East
7979,33,Other,33,108.49,111.45,Two year,Fiber optic,No,No,5,1,North
7980,37,Other,71,47.21,1578.43,Month-to-month,DSL,Yes,Yes,1,0,East
7981,33,Other,59,39.58,2206.83,One year,No,Yes,Yes,2,0,South
7982,24,Other,32,82.38,2055.6,Month-to-month,Fiber optic,No,No,0,0,East
7983,58,Female,17,95.31,136.18,Month-to-month,Fiber optic,No,No,5,1,North
7984,31,Other,17,114.32,4174.99,Month-to-month,Fiber optic,No,Yes,8,0,East
7985,60,Male,21,126.47,1618.78,Two year,Fiber optic,No,No,0,1,South
7986,43,Male,55,118.2,3147.31,One year,No,No,No,5,0,North
7987,43,Male,6,129.85,2395.9,One year,DSL,No,Yes,6,0,North
7988,31,Female,49,78.04,5110.76,Two year,DSL,No,No,3,1,East
7989,24,Other,26,61.96,4677.47,Two year,No,Yes,No,4,0,South
7990,50,Male,32,76.42,3426.57,One year,Fiber optic,No,Yes,9,0,South
7991,43,Male,44,95.05,4103.63,One year,Fiber optic,Yes,Yes,1,1,West
7992,62,Male,59,81.22,4669.16,Month-to-month,Fiber optic,No,Yes,5,1,West
7993,37,Other,29,94.04,881.33,Two year,No,Yes,No,3,0,West
7994,20,Male,17,119.55,3858.87,One year,DSL,No,No,0,0,South
7995,69,Other,18,46.74,4740.73,One year,DSL,No,No,9,0,East
7996,21,Other,40,42.14,1219.54,Month-to-month,Fiber optic,Yes,No,0,0,East
7997,43,Other,63,80.34,6330.94,One year,DSL,Yes,Yes,9,1,East
7998,28,Female,45,129.15,1390.2,Two year,No,Yes,Yes,9,1,East
7999,19,Female,3,35.95,3800.02,Two year,No,No,Yes,8,0,East
8000,31,Other,3,129.63,701.11,Two year,No,No,No,1,0,East
8001,61,Other,38,127.73,4460.97,Month-to-month,No,No,Yes,9,0,North
8002,47,Female,40,59.54,361.88,Month-to-month,Fiber optic,Yes,Yes,2,0,South
8003,66,Female,68,119.98,8256.82,Two year,Fiber optic,Yes,No,0,0,South
8004,29,Other,54,30.77,5304.42,One year,DSL,No,No,2,0,South
8005,43,Female,20,75.85,641.43,One year,No,Yes,No,5,0,East
8006,61,Male,15,70.6,2442.06,One year,DSL,Yes,No,8,0,South
8007,50,Other,5,121.16,3845.64,Two year,No,Yes,No,3,1,North
8008,30,Other,39,77.69,3394.95,Two year,DSL,Yes,Yes,3,0,East
8009,31,Female,40,72.2,1851.36,Two year,DSL,No,Yes,5,0,East
8010,41,Male,7,94.59,3288.74,Month-to-month,No,Yes,No,0,0,South
